"week_dat","station","Season","District","monitoring_week","ALCM_count","sum","No_traps","hrs_wet","weekly_CGDD","Total_Rainfall","Mean_mintemp","Mean_maxtemp","Mean_meantemp"
2010-12-20,"PAK","2010-11","Pakowhai",14,181,2869,2,45,14346.3,0.6,14.4666666666667,26.6166666666667,20.45
2010-12-27,"PAK","2010-11","Pakowhai",15,1257,4126,2,45,9905.9,1.9,12.7833333333333,24.6,18.8833333333333
2011-01-03,"PAK","2010-11","Pakowhai",16,1728,5854,2,27,529.1,0.3,15.2833333333333,25.4166666666667,20.1833333333333
2011-01-10,"PAK","2010-11","Pakowhai",17,1920,7774,2,33,977.7,0,10.7666666666667,25.55,18.3666666666667
2011-01-17,"PAK","2010-11","Pakowhai",18,78,7852,2,90,1528.2,180.8,15.0833333333333,22.3166666666667,18.2666666666667
2011-01-24,"PAK","2010-11","Pakowhai",19,23,7875,2,49,1986,41.8,14.2333333333333,25.4,19.6666666666667
2011-01-31,"PAK","2010-11","Pakowhai",20,39,7914,2,46,2574.6,0.1,17.4666666666667,28.7666666666667,22.95
2011-02-07,"PAK","2010-11","Pakowhai",21,476,8390,2,43,3211,3.7,16.5166666666667,25.4333333333333,20.5333333333333
2011-02-14,"PAK","2010-11","Pakowhai",22,239,8629,2,49,3714.5,2.8,13.9833333333333,22.2166666666667,17.7
2011-02-21,"PAK","2010-11","Pakowhai",23,72,8701,2,66,4208.4,3.6,14.6833333333333,23.15,18.3333333333333
2011-02-28,"PAK","2010-11","Pakowhai",24,81,8782,2,51,4705.7,28.7,13.2333333333333,24.1166666666667,19.0166666666667
2011-03-07,"PAK","2010-11","Pakowhai",25,13,8795,2,65,5052.2,0.1,9.46666666666667,21.5666666666667,15.2
2011-03-14,"PAK","2010-11","Pakowhai",26,29,8824,2,49,5516.6,9.1,12.3666666666667,25.7166666666667,18.5166666666667
2011-03-21,"PAK","2010-11","Pakowhai",27,8,8832,2,0,0,0,0,0,0
2010-09-06,"LND","2010-11","Waimea",1,0,0,2,96,17164.6,39,16.7,32.9666666666667,23.8
2010-09-13,"LND","2010-11","Waimea",2,20,20,2,148,17437.6,55.4,6.16666666666667,30.7666666666667,16.6666666666667
2010-09-20,"LND","2010-11","Waimea",3,27,47,2,58,17565.8,18.4,9.3,32.8,20.4333333333333
2010-09-27,"LND","2010-11","Waimea",4,294,341,2,102,17994.4,60.6,14.4666666666667,34.0666666666667,24.9333333333333
2010-10-04,"LND","2010-11","Waimea",5,222,563,2,80,18411.2,2.8,9.5,35.1,23.4666666666667
2010-10-11,"LND","2010-11","Waimea",6,80,643,2,50,18832.2,8.8,13.2666666666667,41.4,26.7666666666667
2010-10-18,"LND","2010-11","Waimea",7,136,779,2,52,19258.8,2.4,13,33.6666666666667,23.8
2010-10-25,"LND","2010-11","Waimea",8,5,784,2,90,19782.6,0,14.4666666666667,39.6,27.5
2010-11-01,"LND","2010-11","Waimea",9,4,788,2,72,20303.4,1.2,14.1666666666667,38.9,26.9333333333333
2010-11-08,"LND","2010-11","Waimea",10,0,788,2,58,20932.8,0.2,22.0666666666667,43.6,33.1333333333333
2010-11-15,"LND","2010-11","Waimea",11,8,796,2,82,21833.2,20.2,24.4,46.5,35.1333333333333
2010-11-22,"LND","2010-11","Waimea",12,8,804,2,80,22575.4,1,23,42.7333333333333,33.3333333333333
2010-11-29,"LND","2010-11","Waimea",13,48,852,2,30,23514.8,0,25.7666666666667,46.7333333333333,36.8333333333333
2010-12-06,"LND","2010-11","Waimea",14,285,1137,2,90,24355.8,30.2,24.7,42.3666666666667,32.7666666666667
2010-12-13,"LND","2010-11","Waimea",15,374,1511,2,122,25320.8,273.4,31.0333333333333,46.1,37.5
2010-12-20,"LND","2010-11","Waimea",16,531,2042,2,74,38110.2,16.6,23.9233333333333,49,36.3333333333333
2010-12-27,"LND","2010-11","Waimea",17,133,2175,1,40,9576.8,1.7,12.5076923076923,24.4076923076923,18.4615384615385
2011-01-10,"LND","2010-11","Waimea",18,881,3056,2,50,1853.4,0.8,24.1,47.3333333333333,35.7333333333333
2011-01-17,"LND","2010-11","Waimea",19,270,3326,2,60,2811,63.4,22.9666666666667,44.2333333333333,33.6666666666667
2011-01-24,"LND","2010-11","Waimea",20,141,3467,2,28,3697.4,5.8,25.5666666666667,49.2,37.2
2011-01-31,"LND","2010-11","Waimea",21,157,3624,2,24,4779.6,1.4,32.1666666666667,54.2333333333333,42.8333333333333
2011-02-07,"LND","2010-11","Waimea",22,516,4140,2,0,5853,0,25.9333333333333,50,37.3666666666667
2011-02-14,"LND","2010-11","Waimea",23,760,4900,2,12,6838.4,0,23.1666666666667,48.5666666666667,36.1666666666667
2011-02-21,"LND","2010-11","Waimea",24,353,5253,2,96,7773.2,15.8,26.3333333333333,45.0333333333333,34.9666666666667
2011-02-28,"LND","2010-11","Waimea",25,129,5382,2,80,8650.2,57,21.4666666666667,44.1,33.0333333333333
2011-03-07,"LND","2010-11","Waimea",26,29,5411,2,56,9369.4,7.4,22.6,42.4666666666667,33
2011-03-14,"LND","2010-11","Waimea",27,39,5450,2,68,10230.2,8.4,23.9666666666667,44.9333333333333,34.3666666666667
2011-03-21,"LND","2010-11","Waimea",28,52,5502,2,54,11015.4,11.6,20.0333333333333,44.5333333333333,31.4333333333333
2011-03-28,"LND","2010-11","Waimea",29,65,5567,2,54,11667,18,16,41.0666666666667,28
2011-04-04,"LND","2010-11","Waimea",30,21,5588,2,238,26869.4,111.2,16.8153846153846,36.8153846153846,26.1384615384615
2011-04-18,"LND","2010-11","Waimea",31,5,5593,2,0,0,0,0,0,0
2011-08-29,"HAV","2011-12","Havelock North",1,3,3,8,0,35874.8,0,5.84,66.7333333333333,33.8666666666667
2011-09-05,"HAV","2011-12","Havelock North",2,8,11,8,0,36175.6,0,13.3333333333333,71.6,41.4666666666667
2011-09-12,"HAV","2011-12","Havelock North",3,27,38,8,0,36748.4,4.8,9.53333333333333,65.8666666666667,37.4
2011-09-19,"HAV","2011-12","Havelock North",4,18,56,8,0,37144.4,41.2,21.52,61.4666666666667,38.1333333333333
2011-09-26,"HAV","2011-12","Havelock North",5,77,133,8,0,37664,0.8,20.4666666666667,69.7333333333333,46.3333333333333
2011-10-03,"HAV","2011-12","Havelock North",6,74,207,8,0,38628.8,16.4,30.0666666666667,64.8666666666667,45.6666666666667
2011-10-10,"HAV","2011-12","Havelock North",7,38,245,8,0,39593.2,61.6,31.5333333333333,74.5333333333333,52.4
2011-10-17,"HAV","2011-12","Havelock North",8,37,282,8,0,40534,92.8,33,71.9333333333333,50.2
2011-10-24,"HAV","2011-12","Havelock North",9,54,336,8,0,41693.6,87.6,36.8,77.4666666666667,58.1333333333333
2011-10-31,"HAV","2011-12","Havelock North",10,17,353,8,0,43182.4,4,39.6666666666667,84.5333333333333,62.2666666666667
2011-11-07,"HAV","2011-12","Havelock North",11,36,389,8,0,44432,97.2,44.4666666666667,78.0666666666667,58.6
2011-11-14,"HAV","2011-12","Havelock North",12,99,488,8,0,45550,11.6,33.7333333333333,81.8666666666667,58.1333333333333
2011-11-21,"HAV","2011-12","Havelock North",13,299,787,8,0,47084.4,21.2,38.5333333333333,87.8,64.5333333333333
2011-11-28,"HAV","2011-12","Havelock North",14,857,1644,8,0,48557.2,20,44.6,77,62.2
2011-12-05,"HAV","2011-12","Havelock North",15,447,2091,8,0,50132.4,34,45.3333333333333,76.0666666666667,60.8
2011-12-12,"HAV","2011-12","Havelock North",16,194,2285,8,0,51749.2,158.8,53.4666666666667,79.2666666666667,63.8
2011-12-19,"HAV","2011-12","Havelock North",17,48,2333,8,0,52954.8,0,39.6,77.3333333333333,59.5333333333333
2011-12-26,"HAV","2011-12","Havelock North",18,80,2413,8,0,45404.8,238.8,57.3333333333333,85,71.0666666666667
2012-01-02,"HAV","2011-12","Havelock North",19,425,2838,8,0,1321.2,290.4,53.2,87.8666666666667,70.4
2012-01-09,"HAV","2011-12","Havelock North",20,1215,4053,8,0,3474.4,0,62.6666666666667,105.733333333333,84.4
2012-01-16,"HAV","2011-12","Havelock North",21,910,4963,8,0,5392.8,4.8,41.0666666666667,99.0666666666667,70.2
2012-01-23,"HAV","2011-12","Havelock North",22,3041,8004,8,0,6995.6,28,43.7333333333333,92.3333333333333,65.7333333333333
2012-01-30,"HAV","2011-12","Havelock North",23,1333,9337,8,0,8746.4,4,54.5333333333333,87.5333333333333,70.7333333333333
2012-02-06,"HAV","2011-12","Havelock North",24,336,9673,8,0,10380.4,73.2,51.5333333333333,81.1333333333333,66.4
2012-02-13,"HAV","2011-12","Havelock North",25,251,9924,8,0,11966,84,49.6,85.5333333333333,68.0666666666667
2012-02-20,"HAV","2011-12","Havelock North",26,662,10586,8,0,13918.4,14.4,54.9333333333333,95,74.3333333333333
2012-02-27,"HAV","2011-12","Havelock North",27,305,10891,8,0,15268.8,5.6,38,77.3333333333333,56.6
2012-03-05,"HAV","2011-12","Havelock North",28,540,11431,8,0,16595.6,41.6,50.3333333333333,77.2666666666667,64.2666666666667
2012-03-12,"HAV","2011-12","Havelock North",29,1320,12751,8,0,17946.4,2,34.8666666666667,82.1333333333333,58.4666666666667
2012-03-19,"HAV","2011-12","Havelock North",30,418,13169,8,0,19671.2,184,55.0666666666667,104.533333333333,75.5333333333333
2012-03-26,"HAV","2011-12","Havelock North",31,210,13379,8,0,47255.2,340.4,45.3538461538462,74.8,59.3846153846154
2012-04-09,"HAV","2011-12","Havelock North",32,69,13448,8,0,0,0,0,0,0
2011-09-05,"RIR","2011-12","Motueka",1,10,10,3,159,21609.9,147.6,8.46,46,25.2
2011-09-12,"RIR","2011-12","Motueka",2,6,16,3,138,21846,34.2,10.75,48.4,27.1
2011-09-19,"RIR","2011-12","Motueka",3,56,72,3,69,22115.1,0.6,7.74,50.45,28.8
2011-09-26,"RIR","2011-12","Motueka",4,217,289,3,438,49254.6,325.8,14.3769230769231,51.6461538461538,31.7307692307692
2011-10-10,"RIR","2011-12","Motueka",5,725,1014,3,132,23488.8,0.6,16.5,57.75,36.35
2011-10-17,"RIR","2011-12","Motueka",6,202,1216,3,165,24117,56.4,22.4,58.7,39.15
2011-10-24,"RIR","2011-12","Motueka",7,147,1363,3,129,24997.8,20.4,29,59.4,42.5
2011-10-31,"RIR","2011-12","Motueka",8,56,1419,3,123,25829.4,171.6,17.85,55.35,36.15
2011-11-07,"RIR","2011-12","Motueka",9,15,1434,3,111,26594.1,54.6,26.85,59.3,42.05
2011-11-14,"RIR","2011-12","Motueka",10,73,1507,3,39,27466.5,4.2,21.3,63.75,42.2
2011-11-21,"RIR","2011-12","Motueka",11,820,2327,3,54,28456.8,16.8,26.6,63.65,45.85
2011-11-28,"RIR","2011-12","Motueka",12,2826,5153,3,162,29501.4,156.6,29.85,62.6,45.75
2011-12-05,"RIR","2011-12","Motueka",13,3034,8187,3,123,30535.2,114.6,33.9,61.1,46.65
2011-12-12,"RIR","2011-12","Motueka",14,2224,10411,3,270,31712.1,210,38.5,57.7,47.25
2011-12-19,"RIR","2011-12","Motueka",15,548,10959,3,444,67915.2,364.8,36.27,67.86,52.215
2012-01-09,"RIR","2011-12","Motueka",16,5072,16031,3,135,2539.5,121.8,37.15,71.05,53.7
2012-01-16,"RIR","2011-12","Motueka",17,10482,26513,3,42,3755.4,0,26.65,70.65,49.9
2012-01-23,"RIR","2011-12","Motueka",18,7560,34073,3,96,4901.1,0.6,29.8,68.3,49.8
2012-01-30,"RIR","2011-12","Motueka",19,4300,38373,3,117,6226.2,21.6,44.1,67.6,53.85
2012-02-06,"RIR","2011-12","Motueka",20,1121,39494,3,96,7548.6,16.8,37.8,68.5,51.5
2012-02-13,"RIR","2011-12","Motueka",21,417,39911,3,66,8787.3,0,31.35,69.9,50.8
2012-02-20,"RIR","2011-12","Motueka",22,156,40067,3,435,22867.5,383.4,28.9153846153846,66.8076923076923,46.5692307692308
2012-03-05,"RIR","2011-12","Motueka",23,439,40506,3,135,12008.7,36,26.05,61.6,44.55
2012-03-12,"RIR","2011-12","Motueka",24,554,41060,3,69,13009.8,0,24.5,67.4,45.3
2012-03-19,"RIR","2011-12","Motueka",25,610,41670,3,144,14201.4,88.2,33.8,69.6,50.7
2012-03-26,"RIR","2011-12","Motueka",26,144,41814,3,90,15149.4,0,17.25,66.1,41.1
2012-04-02,"RIR","2011-12","Motueka",27,28,41842,3,132,15946.2,0,12.55,65.3,37.15
2012-04-09,"RIR","2011-12","Motueka",28,4,41846,3,153,16655.7,81.6,22.5,62.6,40.25
2012-04-16,"RIR","2011-12","Motueka",29,1,41847,3,108,17330.7,0,14.95,57.6,34.85
2012-04-23,"RIR","2011-12","Motueka",30,2,41849,3,0,0,0,0,0,0
2011-08-29,"PAK","2011-12","Pakowhai",1,1,1,2,49,9300.5,0,2.96,17,9.13333333333333
2011-09-05,"PAK","2011-12","Pakowhai",2,14,15,2,56,9411.3,0,4.05,18.2333333333333,11.2333333333333
2011-09-12,"PAK","2011-12","Pakowhai",3,57,72,2,29,9583.2,4.3,3.96666666666667,16.8166666666667,10.1333333333333
2011-09-19,"PAK","2011-12","Pakowhai",4,41,113,2,47,9701.2,2.4,4.25,16.4333333333333,9.96666666666667
2011-09-26,"PAK","2011-12","Pakowhai",5,120,233,2,48,9854.6,0,5.91666666666667,18.3666666666667,12.0333333333333
2011-10-03,"PAK","2011-12","Pakowhai",6,20,253,2,64,10100.5,7.8,7.81666666666667,16.7,11.55
2011-10-10,"PAK","2011-12","Pakowhai",7,28,281,2,58,10356.7,14.8,8.85,19.3333333333333,13.5833333333333
2011-10-17,"PAK","2011-12","Pakowhai",8,5,286,2,60,10608.9,11.2,7.45,18.45,12.7666666666667
2011-10-24,"PAK","2011-12","Pakowhai",9,22,308,2,77,10919.8,22.6,9.41666666666667,20.5666666666667,14.8833333333333
2011-10-31,"PAK","2011-12","Pakowhai",10,37,345,2,23,11304.5,1.4,9.9,21.6166666666667,15.7666666666667
2011-11-07,"PAK","2011-12","Pakowhai",11,19,364,2,75,11629.6,25.3,11.0833333333333,19.8,14.9
2011-11-14,"PAK","2011-12","Pakowhai",12,81,445,2,48,11925.9,0.9,8.35,21.55,14.85
2011-11-21,"PAK","2011-12","Pakowhai",13,120,565,2,33,12327.2,4.7,10.8333333333333,22.6166666666667,16.95
2011-11-28,"PAK","2011-12","Pakowhai",14,281,846,2,50,12718.1,4.1,10.4166666666667,21.1,16.05
2011-12-05,"PAK","2011-12","Pakowhai",15,335,1181,2,47,13134.5,6.8,11.7333333333333,20.9333333333333,15.7666666666667
2011-12-12,"PAK","2011-12","Pakowhai",16,210,1391,2,73,13562.9,36.5,13.25,20.7666666666667,16.3333333333333
2011-12-19,"PAK","2011-12","Pakowhai",17,23,1414,2,46,13883.3,0,10.8166666666667,20.9,15.7
2011-12-26,"PAK","2011-12","Pakowhai",18,32,1446,2,91,11915.4,62.4,14.1333333333333,22.55,18.1166666666667
2012-01-02,"PAK","2011-12","Pakowhai",19,64,1510,2,51,341.5,74.9,13.5333333333333,22.8166666666667,17.9333333333333
2012-01-09,"PAK","2011-12","Pakowhai",20,166,1676,2,17,888.3,0,15.3,27.0333333333333,21.15
2012-01-16,"PAK","2011-12","Pakowhai",21,38,1714,2,38,1388.3,1,11.3666666666667,25.3833333333333,18.4833333333333
2012-01-23,"PAK","2011-12","Pakowhai",22,193,1907,2,29,1812.8,7,11.1833333333333,23.8666666666667,16.9166666666667
2012-01-30,"PAK","2011-12","Pakowhai",23,136,2043,2,27,2269.6,5.2,14.4,22.2,18
2012-02-06,"PAK","2011-12","Pakowhai",24,26,2069,2,65,2684.5,16.1,13.4166666666667,20.9,16.9
2012-02-13,"PAK","2011-12","Pakowhai",25,29,2098,2,73,3095.4,9.4,12.6666666666667,22.5333333333333,17.3833333333333
2012-02-20,"PAK","2011-12","Pakowhai",26,90,2188,2,47,3593,5.1,13.9,24.4666666666667,18.7166666666667
2012-02-27,"PAK","2011-12","Pakowhai",27,22,2210,2,41,3941.6,12.9,9.7,19.65,14.4
2012-03-05,"PAK","2011-12","Pakowhai",28,40,2250,2,70,4273.3,14.1,12.5666666666667,19.9666666666667,16.1333333333333
2012-03-12,"PAK","2011-12","Pakowhai",29,112,2362,2,39,4631.1,0.1,8.96666666666667,21.5166666666667,15.3
2012-03-19,"PAK","2011-12","Pakowhai",30,27,2389,2,67,5059.2,45.8,13.9666666666667,23.6666666666667,18.7833333333333
2012-03-26,"PAK","2011-12","Pakowhai",31,84,2473,2,221,12147.4,67.4,11.5923076923077,19.1076923076923,14.9230769230769
2012-04-09,"PAK","2011-12","Pakowhai",32,5,2478,2,0,0,0,0,0,0
2011-09-05,"LND","2011-12","Waimea",1,0,0,2,112,16894.2,55.2,7.76666666666667,29.2666666666667,18.7666666666667
2011-09-12,"LND","2011-12","Waimea",2,4,4,2,54,17116,14.4,7.23333333333333,31.4666666666667,19.0666666666667
2011-09-19,"LND","2011-12","Waimea",3,1,5,2,8,17356,0,10.2666666666667,32.2666666666667,20.8
2011-09-26,"LND","2011-12","Waimea",4,32,37,2,218,38838,225.2,13.9076923076923,33.7846153846154,23.4153846153846
2011-10-10,"LND","2011-12","Waimea",5,54,91,2,86,18538.2,14.8,14.7333333333333,34.8666666666667,25.0666666666667
2011-10-17,"LND","2011-12","Waimea",6,56,147,2,76,18992.2,12,16.1333333333333,38.8666666666667,26.8
2011-10-24,"LND","2011-12","Waimea",7,30,177,2,48,19606.2,6.2,21.0333333333333,37.2666666666667,29
2011-10-31,"LND","2011-12","Waimea",8,8,185,2,86,20184.2,95.4,13.2333333333333,35.1,24.2333333333333
2011-11-07,"LND","2011-12","Waimea",9,2,187,2,100,20726.6,27.4,20.0333333333333,39.2333333333333,28.9333333333333
2011-11-14,"LND","2011-12","Waimea",10,11,198,2,32,21339.4,2.4,17.7666666666667,41.2333333333333,28.9666666666667
2011-11-21,"LND","2011-12","Waimea",11,83,281,2,24,22064.2,10.8,23.1666666666667,43.7,32.6666666666667
2011-11-28,"LND","2011-12","Waimea",12,389,670,2,90,22782.8,129.6,21.7,38.8,30.6666666666667
2011-12-05,"LND","2011-12","Waimea",13,1904,2574,2,66,23525.2,48.2,26.2,41.4333333333333,32.8333333333333
2011-12-12,"LND","2011-12","Waimea",14,1492,4066,2,168,24351.6,460,27.5333333333333,37.3333333333333,32.2333333333333
2011-12-19,"LND","2011-12","Waimea",15,160,4226,2,304,51702.6,153.8,26.83,43.68,35.15
2012-01-09,"LND","2011-12","Waimea",16,1132,5358,2,80,1722.8,32,27.5,46.8666666666667,36.3666666666667
2012-01-16,"LND","2011-12","Waimea",17,348,5706,2,36,2587.2,0,20.3666666666667,47.7,34.6333333333333
2012-01-23,"LND","2011-12","Waimea",18,2912,8618,2,54,3411.6,0.2,22.7,45.5333333333333,34.3666666666667
2012-01-30,"LND","2011-12","Waimea",19,1678,10296,2,68,4333.6,4.6,30.9,46.1333333333333,37.1
2012-02-06,"LND","2011-12","Waimea",20,512,10808,2,66,5249.2,6.4,26,45.2,35.2666666666667
2012-02-13,"LND","2011-12","Waimea",21,488,11296,2,62,6129.6,1.4,24.2666666666667,46.5333333333333,35.3
2012-02-20,"LND","2011-12","Waimea",22,149,11445,2,194,16010.2,176.4,21.9538461538462,41.7384615384615,31.5384615384615
2012-03-05,"LND","2011-12","Waimea",23,156,11601,2,106,8396,24,21.2666666666667,41.1666666666667,30.7666666666667
2012-03-12,"LND","2011-12","Waimea",24,207,11808,2,64,9110.6,0,21.5,41.5666666666667,31.1666666666667
2012-03-19,"LND","2011-12","Waimea",25,409,12217,2,104,9913.4,39.2,23.4,43.0666666666667,33.1666666666667
2012-03-26,"LND","2011-12","Waimea",26,611,12828,2,56,10576.8,0,17.5333333333333,43.3666666666667,28.9
2012-04-02,"LND","2011-12","Waimea",27,73,12901,2,110,11169.6,0,11.5,43.3333333333333,26.3
2012-04-09,"LND","2011-12","Waimea",28,20,12921,2,122,11694.4,37.8,17.3666666666667,39.2,27.8666666666667
2012-04-16,"LND","2011-12","Waimea",29,1,12922,2,74,12191.2,0,11.8666666666667,35.4333333333333,24.6333333333333
2012-04-23,"LND","2011-12","Waimea",30,0,12922,2,0,0,0,0,0,0
2012-10-15,"CLD","2012-13","Earnscleugh",1,149,149,4,0,925.85,0.4,4.68,16.3666666666667,0
2012-10-22,"CLD","2012-13","Earnscleugh",2,71,220,4,0,1031,3.6,3.21666666666667,18.1166666666667,0
2012-10-29,"CLD","2012-13","Earnscleugh",3,74,294,4,0,1281.6,15.8,5.18,20.8666666666667,0
2012-11-05,"CLD","2012-13","Earnscleugh",4,68,362,4,0,1435.25,8.2,5.68,20.1666666666667,0
2012-11-12,"CLD","2012-13","Earnscleugh",5,30,392,4,0,1670.45,4.8,6.01666666666667,17.6833333333333,0
2012-11-19,"CLD","2012-13","Earnscleugh",6,11,403,4,26,1881.15,0,5.25,22.2,0
2012-11-26,"CLD","2012-13","Earnscleugh",7,31,434,4,9,2160.8,0.6,5.78333333333333,20.8333333333333,0
2012-12-03,"CLD","2012-13","Earnscleugh",8,58,492,4,33,2438.15,9,7.03333333333333,21.0666666666667,0
2012-12-10,"CLD","2012-13","Earnscleugh",9,914,1406,4,7,2782.05,0,7.73333333333333,19.6,2
2012-12-17,"CLD","2012-13","Earnscleugh",10,1283,2689,4,25,3131.9,0.4,7.81666666666667,24.8833333333333,16.1666666666667
2012-12-24,"CLD","2012-13","Earnscleugh",11,1578,4267,4,24,3592.3,1.8,9.73333333333333,25.4333333333333,17.3166666666667
2012-12-31,"CLD","2012-13","Earnscleugh",12,1399,5666,4,33,175.4,28.4,8.95,22.9666666666667,16.5166666666667
2013-01-07,"CLD","2012-13","Earnscleugh",13,163,5829,4,22,611.1,39.2,10.8833333333333,25.1833333333333,17.8666666666667
2013-01-14,"CLD","2012-13","Earnscleugh",14,195,6024,4,16,972.3,1.2,7.48333333333333,21.15,14
2013-01-21,"CLD","2012-13","Earnscleugh",15,59,6083,4,33,1369.8,0.2,9.68333333333333,27.1333333333333,18.5833333333333
2013-01-28,"CLD","2012-13","Earnscleugh",16,427,6510,4,23,1942.1,16.4,11.7833333333333,31.7666666666667,21.5666666666667
2013-02-04,"CLD","2012-13","Earnscleugh",17,1272,7782,4,28,2346.1,0,9.36666666666667,24.7833333333333,16.7833333333333
2013-02-11,"CLD","2012-13","Earnscleugh",18,258,8040,4,16,2761,0.2,7.95,23.45,15.8
2013-02-18,"CLD","2012-13","Earnscleugh",19,170,8210,4,25,3168.4,0,7.96666666666667,24.9833333333333,15.9166666666667
2013-02-25,"CLD","2012-13","Earnscleugh",20,333,8543,4,31,3582.1,0,8.08333333333333,27.25,16.9666666666667
2013-03-04,"CLD","2012-13","Earnscleugh",21,462,9005,4,3,3970.9,0,10.65,25.7666666666667,17.3
2013-03-11,"CLD","2012-13","Earnscleugh",22,191,9196,4,40,4356.3,22.5,8.28333333333333,25.1166666666667,14.2666666666667
2013-03-18,"CLD","2012-13","Earnscleugh",23,365,9561,4,27,4593,0,5.55,21.25,13.6
2013-03-25,"CLD","2012-13","Earnscleugh",24,156,9717,4,32,4947.6,3.2,8.01666666666667,25.0833333333333,15.8666666666667
2013-04-01,"CLD","2012-13","Earnscleugh",25,145,9862,4,41,5174.7,0.8,1.86666666666667,17.1666666666667,8.48333333333333
2013-04-08,"CLD","2012-13","Earnscleugh",26,5,9867,4,0,0,0,0,0,0
2012-08-27,"HAV","2012-13","Havelock North",1,1,1,4,84,15486,8.6,7.72,27.9,16.5333333333333
2012-09-03,"HAV","2012-13","Havelock North",2,11,12,4,6,15929,0,17.2666666666667,40.5666666666667,29.1666666666667
2012-09-10,"HAV","2012-13","Havelock North",3,180,192,4,78,16328.2,10.8,8.44,31.1,18.9
2012-09-17,"HAV","2012-13","Havelock North",4,185,377,4,94,16625.6,1.6,8.15,29.8666666666667,17.4333333333333
2012-09-24,"HAV","2012-13","Havelock North",5,381,758,4,94,16966,25.8,19.2,35.9333333333333,27.1
2012-10-01,"HAV","2012-13","Havelock North",6,908,1666,4,76,17466.4,13,9.16666666666667,38.5,23.9666666666667
2012-10-08,"HAV","2012-13","Havelock North",7,127,1793,4,48,17987.2,5.4,9.66666666666667,39.1666666666667,25.9666666666667
2012-10-15,"HAV","2012-13","Havelock North",8,67,1860,4,26,18505.6,0.4,14.7333333333333,40.8,28.8333333333333
2012-10-22,"HAV","2012-13","Havelock North",9,3,1863,9,144,38013.2,12,30.96,74.8666666666667,49.7333333333333
2012-10-29,"HAV","2012-13","Havelock North",10,32,1895,9,192,39202.4,8,26.7333333333333,80.1333333333333,54.7333333333333
2012-11-05,"HAV","2012-13","Havelock North",11,26,1921,9,116,39949.6,0,16.1333333333333,67.0666666666667,44.4666666666667
2012-11-12,"HAV","2012-13","Havelock North",12,52,1973,9,216,40874,32.8,32.6666666666667,73.3333333333333,52.5333333333333
2012-11-19,"HAV","2012-13","Havelock North",13,999,2972,9,168,42091.2,0,29.6,81.3333333333333,59.4
2012-11-26,"HAV","2012-13","Havelock North",14,1908,4880,9,164,43626.8,10.8,46.4666666666667,88.0666666666667,66.1333333333333
2012-12-03,"HAV","2012-13","Havelock North",15,4557,9437,9,124,45245.6,22.8,46.4666666666667,96.3333333333333,71.3333333333333
2012-12-10,"HAV","2012-13","Havelock North",16,4255,13692,9,108,46860.8,0,44.4,90.6666666666667,68.5333333333333
2012-12-17,"HAV","2012-13","Havelock North",17,1673,15365,9,108,49065.6,24.8,59.2,104.533333333333,82.8
